trip_duration_min,is_peak_time,distance_km,neighborhood_type,base_rate_multiplier,trip_fare
,No,1,Rural,1.11,9.17
18,Yes,8,Business,1.55,16.80
14,Yes,1,Business,1.45,10.79
8,,3,Business,1.70,10.41
11,Yes,2,Residential,1.01,10.77
15,Yes,4,Business,1.31,12.60
9,Yes,9,Rural,1.58,16.53
24,No,4,Business,1.01,12.22
15,No,2,Residential,1.48,9.05
20,No,7,Rural,1.41,15.54
13,No,6,Residential,0.92,11.99
14,,4,Airport,1.25,11.72
14,No,7,Business,1.29,13.44
25,Yes,2,Residential,1.24,11.91
,No,4,Residential,1.09,10.29
20,No,9,Business,1.23,15.62
15,No,6,Residential,1.32,12.56
12,No,4,Business,1.31,11.52
12,Yes,4,Airport,1.04,13.32
15,,1,Residential,1.41,9.41
3,Yes,4,Rural,1.21,11.22
18,Yes,9,Residential,1.22,16.69
24,No,4,Rural,0.91,12.36
18,No,,Business,1.30,9.15
23,Yes,10,Residential,1.12,17.69
22,No,1,Rural,1.34,10.18
20,Yes,7,Residential,0.92,14.48
17,Yes,5,Business,1.33,13.81
,Yes,5,Business,1.49,11.84
18,No,2,Residential,1.28,9.40
13,No,1,Rural,1.14,8.71
14,No,2,Business,1.36,9.61
15,No,5,Rural,1.24,13.05
18,,2,Residential,1.49,10.23
25,No,5,Business,1.18,13.66
12,No,7,Airport,0.80,13.99
17,No,3,Rural,1.52,11.42
17,No,6,Business,1.14,12.78
13,No,11,Residential,1.37,15.97
13,No,3,Business,1.31,10.40
21,Yes,,Business,1.09,13.80
14,No,4,Airport,1.04,12.25
26,No,,Business,1.25,16.22
15,No,7,Business,1.13,13.77
,Yes,7,Business,1.11,14.45
11,No,2,Airport,1.23,11.08
14,No,2,Business,1.38,10.32
20,No,3,Business,1.27,11.18
14,No,6,Business,1.08,12.65
19,Yes,8,Residential,1.26,16.34
14,No,8,Business,1.50,14.40
14,Yes,4,Business,1.10,11.52
11,No,3,,0.80,10.39
18,No,6,Residential,1.44,13.86
17,No,4,Residential,1.07,11.51
7,No,5,Business,,10.89
4,,5,Residential,0.80,9.24
12,No,9,Business,1.27,14.87
11,No,7,Business,,13.40
,No,3,Rural,1.15,13.81
17,No,3,Rural,1.24,11.39
4,Yes,,Business,1.40,11.78
,Yes,6,Business,1.11,15.18
27,Yes,6,Rural,1.07,16.57
8,No,8,Airport,1.34,15.32
12,,4,Business,0.87,10.27
23,Yes,6,Residential,1.06,14.48
18,,2,Airport,,10.59
15,No,7,Residential,1.13,12.98
13,No,8,Business,0.88,12.77
19,Yes,6,Residential,1.33,14.37
,Yes,7,Business,1.36,14.55
,No,3,Business,1.25,11.25
3,No,4,Business,1.27,8.94
17,Yes,3,Rural,1.41,12.47
28,No,5,Airport,1.40,15.15
15,No,10,Rural,1.15,15.79
11,No,5,Rural,1.55,12.47
13,No,6,Residential,1.29,12.09
25,No,4,Rural,1.19,13.41
11,No,4,Business,0.88,10.62
18,No,4,Business,1.03,11.74
8,No,1,Residential,1.05,7.91
12,No,5,Residential,1.54,11.80
9,Yes,1,Residential,1.26,8.13
3,No,2,Residential,1.01,7.95
17,No,3,Business,1.05,10.40
15,No,7,Residential,1.00,12.36
9,Yes,6,Residential,1.15,12.18
20,No,,Residential,1.13,15.25
11,Yes,4,Residential,1.29,10.79
21,No,4,Business,0.80,11.31
,Yes,2,Airport,1.21,11.39
15,No,5,Business,0.94,11.19
24,No,3,Business,1.12,11.09
3,No,1,Residential,1.39,8.64
19,No,4,Residential,,12.40
10,No,13,Business,1.03,17.95
20,No,,Airport,1.26,13.73
15,No,3,Rural,1.09,11.35
3,No,5,Residential,1.40,10.79
11,Yes,8,Business,1.33,14.73
14,Yes,5,Residential,1.28,12.33
19,No,7,Residential,1.13,13.85
28,No,9,Rural,1.21,18.40
28,Yes,6,Residential,1.38,15.16
12,No,3,Residential,1.18,9.23
20,No,7,Airport,1.30,16.30
25,Yes,4,,,13.81
4,No,5,Business,1.18,9.86
30,No,4,Residential,0.97,12.88
17,Yes,4,Residential,1.18,11.85
14,No,8,Business,1.23,14.39
17,No,7,Residential,0.85,13.76
,No,2,Rural,1.38,11.21
4,No,4,Rural,1.09,9.88
16,No,5,Residential,1.10,11.66
14,,6,Airport,1.15,13.70
12,No,5,Airport,1.17,12.79
16,Yes,8,Rural,1.24,16.31
14,,2,Rural,1.46,11.42
8,No,7,Business,1.18,12.31
13,Yes,10,,1.03,16.59
14,,5,Rural,0.94,12.46
15,No,6,Airport,0.92,14.04
12,Yes,1,Rural,1.10,9.68
10,No,3,Rural,1.14,9.84
17,No,,Business,0.95,8.98
10,No,6,Business,0.96,11.89
17,No,8,Residential,1.42,15.46
16,Yes,3,Business,1.06,11.18
13,No,1,Business,,8.35
17,Yes,7,Residential,1.31,15.25
18,No,3,,0.89,10.33
17,No,4,Business,0.80,10.99
7,,6,Business,1.41,12.30
10,No,7,Airport,1.20,13.09
12,Yes,4,Residential,0.80,11.34
6,No,5,Business,1.57,10.50
8,No,4,Business,0.98,10.30
27,No,1,Business,1.08,10.54
12,No,9,Residential,1.20,13.98
9,No,7,Rural,1.24,13.55
7,No,1,Airport,0.90,9.46
17,No,,Business,1.19,9.54
10,No,7,Residential,1.33,13.11
15,Yes,4,Business,1.11,12.35
,No,3,,1.03,7.74
14,Yes,4,Residential,1.10,10.81
16,Yes,2,Residential,1.32,10.59
19,No,5,Residential,1.24,12.26
12,No,4,Business,1.21,10.78
10,No,3,Residential,1.40,10.32
22,No,5,Residential,1.36,13.79
16,No,5,Residential,1.36,13.26
14,Yes,7,Business,1.43,14.68
8,No,5,Business,1.08,11.39
21,No,5,Business,1.09,12.73
17,No,5,Residential,1.15,12.16
6,No,3,Residential,1.32,9.39
14,No,3,Rural,1.39,11.85
16,Yes,1,Business,0.89,10.18
10,No,10,,0.96,15.85
25,No,1,Business,0.93,10.35
6,Yes,6,Rural,,12.94
13,,4,Business,1.46,12.98
20,No,7,Airport,1.59,16.26
18,No,6,Business,0.93,13.33
14,No,12,Business,1.24,17.26
18,Yes,5,Residential,1.22,13.40
14,No,8,Residential,1.11,13.97
13,No,4,Business,0.97,10.68
14,Yes,2,Business,1.14,10.63
26,No,8,Rural,1.22,16.47
,No,4,Residential,1.24,12.24
13,Yes,5,Rural,1.49,13.22
3,Yes,6,Residential,1.29,12.10
11,No,7,Rural,1.27,14.06
15,No,7,Rural,1.08,12.85
10,No,8,Business,1.46,13.83
23,Yes,3,Business,1.22,13.02
14,,6,Residential,1.06,12.10
3,Yes,1,Business,1.26,7.87
13,No,6,Residential,0.83,12.34
26,,4,Residential,1.35,13.27
19,No,,Business,1.36,14.11
10,No,7,Business,1.09,13.01
5,No,2,Business,1.09,8.71
19,Yes,1,Rural,1.16,10.74
20,Yes,2,Residential,1.27,11.93
25,No,2,Rural,1.41,11.86
10,No,3,Business,1.23,10.22
8,,8,,1.19,13.27
11,,,Rural,1.74,13.50
5,No,5,Business,1.42,10.24
7,Yes,7,Residential,1.53,14.62
13,,8,Business,1.18,13.65
3,Yes,,Business,1.40,10.00
22,No,8,Residential,1.21,15.42
21,No,6,Business,1.13,13.90
,No,3,Business,1.12,11.75
10,No,4,Business,1.27,10.36
,,7,Rural,1.16,14.83
17,No,8,Residential,1.12,14.57
,,5,Residential,1.42,12.15
14,Yes,2,Business,1.02,10.30
9,No,4,Business,1.29,10.78
20,Yes,8,Rural,1.48,16.12
10,No,1,Airport,,8.70
17,No,6,Residential,0.93,13.13
14,No,1,Airport,1.06,9.80
6,,4,Business,1.42,9.85
10,No,4,Business,1.15,10.20
16,No,6,Airport,1.38,14.80
7,Yes,6,Residential,1.19,12.63
15,Yes,4,Residential,1.64,12.24
3,No,8,Business,1.69,14.40
22,No,4,,1.21,13.76
22,No,4,Business,1.32,12.03
27,No,5,Airport,1.36,14.69
18,No,5,Business,1.30,13.71
17,Yes,3,Rural,1.52,13.10
16,No,1,Residential,1.10,9.27
11,Yes,4,Residential,1.05,10.74
4,Yes,8,Business,1.09,13.24
,No,5,Business,1.41,13.01
16,No,5,Rural,,13.17
17,Yes,9,Business,,16.33
,No,5,,1.21,11.64
4,No,4,Rural,1.22,10.51
16,No,3,Business,1.08,10.74
8,No,5,Business,1.08,10.39
23,No,22,Residential,1.18,29.97
16,,11,Business,0.93,16.44
22,Yes,9,Rural,1.29,17.53
30,No,3,Business,0.91,11.94
18,No,7,Business,1.08,13.41
14,No,2,Residential,1.22,9.04
15,Yes,6,Residential,1.22,14.07
24,No,2,Residential,1.00,10.21
13,No,8,Business,,15.14
11,Yes,6,Business,1.04,12.73
11,Yes,4,Residential,1.17,11.83
21,No,4,Business,1.24,11.61
10,No,,Rural,1.48,14.76
,No,2,Rural,1.27,11.43
13,No,1,,1.21,8.45
14,No,4,Airport,1.30,12.90
12,No,1,Rural,1.22,9.42
,No,5,Business,1.04,11.96
16,No,9,Rural,1.10,15.17
19,No,3,Business,1.13,10.60
21,No,8,Residential,,14.94
22,Yes,5,Business,1.35,15.08
9,No,6,Business,1.16,11.75
12,No,3,Business,0.93,16.01
31,Yes,7,Airport,1.41,18.24
16,No,5,Rural,1.01,12.69
,Yes,1,Business,1.07,9.17
17,No,,Residential,1.04,8.12
15,No,5,Business,1.06,12.48
15,No,2,Business,1.54,9.65
13,Yes,4,Business,1.11,11.24
14,No,8,Airport,1.38,16.33
,No,4,Residential,,11.97
19,Yes,4,Residential,1.29,12.78
14,No,7,Residential,1.16,12.69
12,No,,Airport,1.52,12.67
5,Yes,6,Business,,13.42
19,,5,Business,1.03,13.08
19,Yes,2,Business,1.32,11.58
15,Yes,,,1.20,9.53
15,No,3,Business,1.15,10.40
19,,4,Rural,1.35,13.31
15,Yes,6,Rural,1.34,13.76
12,,9,Business,1.53,14.44
13,Yes,3,Rural,1.33,12.06
16,No,2,Business,,9.80
24,No,1,Business,1.09,9.86
,Yes,,Rural,0.94,11.09
21,No,4,Residential,1.31,12.22
11,No,9,Business,1.09,14.59
11,No,2,Airport,1.23,10.30
13,No,1,Business,0.95,9.18
7,Yes,8,Residential,0.91,13.29
3,Yes,5,Business,1.50,11.70
10,Yes,4,Residential,1.10,11.47
18,No,7,Airport,1.13,15.45
10,No,2,Residential,1.46,8.10
7,No,4,Rural,1.15,10.72
19,No,5,Airport,1.25,13.58
15,No,6,Business,1.20,13.36
17,No,6,Airport,1.25,14.57
18,No,7,Residential,1.22,13.79
22,No,3,Airport,0.84,12.30
20,Yes,,Business,0.98,12.21
3,,8,Business,1.09,13.20
16,,9,Residential,0.98,14.82
21,Yes,4,Residential,1.24,12.40
13,Yes,5,Business,1.17,12.54
7,No,5,Rural,0.85,11.20
15,No,4,Residential,0.91,10.76
14,No,4,Business,0.87,10.22
3,No,9,Rural,0.95,13.78
23,No,3,Business,1.08,11.53
10,,4,Rural,1.23,11.37
,Yes,2,Airport,1.03,11.32
23,,1,Business,1.12,9.84
15,Yes,,Business,0.80,10.56
3,No,,Rural,1.43,13.85
16,Yes,8,Business,0.97,14.88
15,No,5,Rural,1.21,11.98
6,Yes,4,Rural,1.36,11.42
7,No,4,,1.17,9.91
12,No,5,Business,1.01,11.28
,No,3,Business,1.37,11.52
18,No,6,Residential,1.51,13.97
12,No,3,Residential,1.52,10.33
11,Yes,6,Business,1.46,13.63
26,Yes,,Airport,1.22,17.90
5,No,7,,1.17,12.03
10,Yes,7,Business,0.99,19.92
3,,4,Airport,1.07,10.52
21,No,9,Rural,1.49,16.27
24,No,5,Airport,1.06,14.17
12,No,5,,1.23,12.32
23,No,6,Residential,1.24,13.60
22,No,8,Business,1.29,15.06
24,Yes,2,Business,0.92,11.71
21,,8,Rural,1.30,15.64
10,No,3,Residential,1.16,9.86
,Yes,3,Rural,1.04,11.38
6,No,13,Rural,,17.35
28,No,4,Rural,1.00,13.76
13,No,2,Rural,1.18,10.15
14,Yes,2,Residential,1.06,10.27
15,Yes,8,Residential,1.14,14.34
20,,4,,1.09,12.76
14,Yes,8,Residential,1.63,15.11
13,No,1,Business,1.24,9.08
24,No,1,Residential,1.46,10.73
18,,7,Business,1.23,13.80
31,,4,Business,1.32,14.19
9,No,8,Airport,1.39,14.94
10,Yes,6,Business,,12.30
,Yes,4,Rural,1.16,10.35
18,Yes,6,Business,1.04,14.19
14,Yes,7,Airport,,17.01
19,No,1,Residential,1.13,9.72
23,No,6,Rural,1.61,15.62
7,No,5,Business,1.19,11.07
12,No,1,Residential,1.11,8.05
24,No,6,Rural,1.14,14.56
9,No,3,Airport,1.42,19.09
9,No,7,Airport,1.16,13.71
12,No,7,Residential,1.78,13.18
14,No,6,Rural,1.18,13.20
25,Yes,4,Business,0.92,13.63
20,Yes,9,Residential,1.18,16.61
17,No,6,Business,1.35,13.13
16,Yes,,Airport,1.00,16.13
23,Yes,8,Rural,0.97,17.10
14,No,3,Business,1.07,10.40
11,No,6,Residential,1.42,12.16
6,,3,Business,1.45,10.15
20,Yes,5,Business,1.26,13.40
21,No,8,Airport,1.23,16.65
19,Yes,8,Business,1.00,15.94
11,No,9,Business,1.40,14.89
3,No,4,Residential,1.08,8.69
11,No,3,Residential,0.90,9.53
15,No,5,Rural,1.13,12.23
9,No,3,Rural,1.48,10.57
4,No,9,Rural,1.41,14.18
17,No,7,Business,1.39,13.80
18,No,3,Airport,1.44,12.59
3,No,15,Residential,1.10,20.23
15,No,8,Airport,1.13,15.06
3,No,6,Business,0.98,9.67
27,No,6,Airport,0.99,15.51
18,Yes,5,,0.96,14.21
24,No,,Business,1.29,15.30
8,No,6,Residential,0.80,11.02
27,,7,Rural,1.31,16.05
12,No,3,Airport,1.32,11.99
15,Yes,10,Rural,1.53,17.61
12,No,2,Airport,0.98,10.69
11,Yes,8,Residential,1.50,14.39
6,No,9,Residential,,13.33
11,Yes,4,Residential,1.23,10.98
16,No,1,Rural,1.13,9.22
21,No,10,Residential,1.05,15.66
12,No,8,,1.05,13.13
7,Yes,6,Airport,1.32,14.31
9,No,4,Residential,1.25,9.96
14,No,7,Business,1.00,13.15
17,No,4,Rural,1.20,12.52
12,No,6,Rural,1.24,13.29
20,No,5,Business,1.71,13.55
6,No,6,Residential,0.94,11.04
10,No,3,Residential,1.26,10.10
18,No,6,Rural,,13.74
19,,5,Business,1.30,13.75
7,Yes,5,Business,1.25,12.23
24,No,2,Business,1.13,11.53
17,No,5,Rural,1.38,12.98
15,No,3,Residential,1.16,9.78
18,No,5,Business,1.38,12.61
15,No,7,Rural,1.29,14.29
19,No,9,Residential,1.63,16.00
16,No,3,Rural,1.25,11.76
17,Yes,8,Business,1.19,15.41
14,,6,Residential,0.95,11.96
15,,5,Residential,1.15,11.77
,No,2,Residential,1.38,8.65
11,Yes,5,Business,1.06,12.36
19,No,6,Business,0.97,13.13
22,No,6,Rural,1.28,14.89
17,No,6,Residential,1.33,12.95
14,No,8,Residential,1.32,13.18
20,No,7,Business,1.13,14.33
17,No,3,Residential,0.98,10.42
8,No,7,Residential,1.23,12.27
12,No,3,Business,1.47,10.39
18,No,3,Business,0.96,11.22
18,No,3,Business,0.95,11.02
15,No,7,Residential,,13.49
22,No,3,Residential,0.92,11.21
4,No,5,Business,1.16,10.11
10,No,5,Residential,0.86,10.30
13,No,6,Business,1.24,12.70
27,Yes,8,Airport,0.98,17.67
16,No,1,Business,1.22,9.48
11,No,6,Residential,,12.73
9,No,5,Rural,0.99,11.50
23,No,5,Airport,1.50,14.88
15,No,4,Business,1.19,10.59
15,Yes,9,Business,1.32,16.20
13,Yes,4,Residential,1.45,11.52
13,No,9,Residential,0.80,13.60
9,No,2,Residential,1.21,8.78
12,No,6,Residential,1.01,12.29
19,No,6,Business,1.01,12.42
18,No,7,Residential,0.86,13.36
23,No,2,Residential,1.16,9.50
17,Yes,5,Business,1.04,12.96
9,No,4,Business,0.93,9.49
10,No,6,Business,1.20,11.98
12,No,7,Rural,1.03,13.63
16,Yes,6,Residential,0.90,13.19
13,No,4,Residential,0.95,10.48
5,No,5,Business,1.04,11.08
12,Yes,7,,1.12,13.70
18,No,4,Residential,1.28,11.50
22,Yes,4,Business,1.42,14.12
19,No,6,Rural,1.33,14.58
20,No,4,Residential,1.17,12.08
20,Yes,6,Airport,1.42,16.19
19,No,6,Residential,1.00,13.13
21,No,6,Rural,1.48,15.07
9,No,3,Business,0.97,9.25
28,Yes,9,Business,1.39,18.21
22,No,10,Rural,1.22,17.41
,No,5,Residential,1.18,11.85
19,No,8,Residential,1.13,15.09
20,No,5,Business,1.60,13.28
15,No,1,Residential,1.32,8.74
20,Yes,2,Business,,11.23
23,Yes,3,Airport,1.00,13.72
24,No,5,Business,1.05,14.57
15,Yes,7,Business,0.99,14.53
9,No,4,Airport,1.13,11.29
12,No,5,Business,,11.60
12,Yes,4,Rural,1.43,13.71
9,No,8,Airport,0.83,13.84
15,No,5,Business,0.99,11.64
25,,5,Rural,1.35,13.99
13,,4,Business,0.99,11.24
12,No,6,Rural,1.12,11.87
13,No,5,Rural,1.41,13.07
,Yes,3,Business,1.08,11.47
14,No,5,Rural,1.54,12.29
16,No,7,Residential,1.02,13.52
18,No,9,Residential,0.91,14.79
19,Yes,1,Residential,1.25,11.16
,No,4,Rural,1.23,11.57
,No,4,Business,0.90,11.25
,No,9,Business,1.11,15.78
12,No,11,,1.06,15.54
11,No,4,,1.36,10.49
14,No,7,Rural,1.00,13.83
14,No,4,Business,1.38,11.22
11,,7,Business,1.50,13.46
26,No,5,Business,1.15,13.80
6,No,1,Business,1.40,8.06
24,Yes,5,Residential,0.98,14.20
20,No,6,Rural,1.28,13.84
22,Yes,10,Airport,1.14,19.17
5,Yes,6,Rural,1.38,12.66
22,No,2,Business,1.40,11.88
15,No,8,Airport,1.26,15.46
26,No,5,Rural,1.36,14.87
17,No,4,Residential,0.95,10.40
14,No,3,Business,1.13,9.87
20,No,3,Business,0.92,10.64
13,No,5,,1.29,12.07
17,No,8,Business,1.20,14.30
7,No,7,Airport,1.19,12.87
9,Yes,8,Residential,1.14,13.66
12,No,6,Business,1.09,12.05
21,No,6,Business,1.10,13.47
20,Yes,5,,1.31,14.01
9,Yes,10,Rural,1.40,16.25
10,No,5,Business,0.80,10.36
23,No,4,Residential,1.34,12.53
18,No,10,Residential,1.15,16.18
24,,9,Airport,1.24,17.48
22,No,2,Residential,1.34,10.84
26,No,7,Residential,1.06,14.71
6,Yes,9,Business,1.11,14.86
19,No,4,Business,1.12,12.06
13,Yes,5,Residential,0.97,12.34
19,No,7,Business,1.26,14.49
13,No,7,Rural,1.08,13.09
14,No,7,Residential,1.42,14.00
19,No,2,Rural,1.18,10.39
24,No,,Rural,1.12,17.01
22,No,9,Business,,15.91
21,Yes,10,Rural,0.89,17.56
8,No,1,Rural,,8.95
12,Yes,4,Airport,0.98,12.54
13,Yes,5,Rural,1.54,13.19
13,No,4,Business,0.95,10.79
13,Yes,5,Business,1.22,11.66
6,No,10,Residential,1.08,13.44
15,No,2,,1.39,9.99
10,No,1,Rural,0.92,8.55
17,No,7,Business,0.95,13.66
13,No,7,Business,1.32,13.43
9,Yes,3,Business,1.15,10.20
16,Yes,8,Residential,1.09,14.69
19,No,7,Business,1.18,13.71
9,No,,Residential,1.44,9.13
,No,4,Rural,,10.92
11,No,1,Residential,1.16,8.73
13,No,6,Residential,1.38,12.58
,No,4,Airport,1.15,12.01
10,Yes,6,Airport,1.28,13.97
25,No,1,Business,1.22,11.24
13,No,,Airport,1.14,13.64
12,No,,Business,1.04,8.92
14,No,3,Residential,1.10,10.58
17,Yes,7,Business,1.36,14.93
,No,5,Business,1.12,12.63
27,No,4,Business,1.01,12.67
15,Yes,5,Residential,0.96,11.77
23,Yes,2,Rural,1.06,11.78
18,No,,Business,0.86,14.21
12,No,1,Business,0.99,9.19
8,,5,Residential,1.07,10.62
17,No,7,Residential,1.24,14.43
18,No,9,Rural,0.97,15.36
16,No,7,Business,0.93,12.79
21,No,8,Business,1.26,14.95
9,No,2,Rural,1.37,9.61
6,No,1,Business,1.31,6.93
11,No,2,Business,1.79,9.97
23,Yes,2,Residential,1.12,11.77
,No,6,Rural,1.16,14.60
18,No,5,Airport,0.89,13.47
16,Yes,4,Rural,0.80,12.62
17,No,4,Residential,1.31,12.40
25,Yes,1,Rural,1.32,12.16
16,No,1,Business,1.11,9.32
12,Yes,9,Residential,1.18,15.16
24,No,1,Rural,,11.06
24,No,7,Residential,1.11,15.39
19,No,7,Rural,1.17,15.51
15,No,8,Business,1.20,14.69
15,No,6,Rural,1.43,14.20
15,No,5,Residential,1.12,11.89
18,No,3,Business,1.08,10.56
15,No,6,Business,1.19,12.72
18,No,2,Airport,1.43,11.34
17,No,4,Business,,11.28
29,,8,,1.04,15.71
17,No,6,Residential,1.26,12.39
10,No,3,,1.26,9.36
17,No,,Business,1.44,9.40
20,No,1,Residential,1.46,9.19
7,No,8,Business,1.16,13.37
11,No,6,Airport,1.08,13.65
21,No,4,Business,0.98,11.87
3,No,7,,1.14,12.16
12,No,4,Airport,1.21,11.67
22,No,4,Business,0.83,12.70
13,Yes,2,Rural,1.38,11.14
15,Yes,8,Residential,1.30,16.05
10,Yes,9,Business,1.19,14.65
21,No,5,Residential,1.33,13.03
29,No,7,Business,1.29,15.49
10,,5,Business,1.52,11.82
13,No,3,Business,1.27,10.53
7,No,8,Residential,0.84,12.08
3,Yes,3,Rural,1.57,10.53
3,No,2,Residential,1.43,8.65
,No,4,Business,1.01,13.39
19,Yes,10,Business,1.13,17.79
17,No,9,Business,1.40,15.26
19,No,5,Business,1.50,13.34
7,No,5,Business,1.22,11.05
16,No,8,Rural,0.89,14.41
17,No,1,Residential,1.16,8.95
19,No,2,Residential,1.44,10.68
20,No,7,Residential,1.35,15.50
6,No,7,Residential,1.18,11.96
21,,4,Business,1.00,11.49
9,No,6,Business,0.84,10.94
17,,4,Business,1.31,11.91
19,No,10,Residential,1.26,16.15
14,Yes,7,,1.24,13.46
15,Yes,7,Rural,1.19,15.21
10,No,5,Airport,0.94,12.24
22,No,4,Rural,1.56,12.93
16,Yes,7,Airport,1.41,15.80
14,No,6,Airport,1.28,14.38
19,Yes,7,Residential,1.32,15.75
4,No,1,Rural,0.92,7.50
14,No,4,Airport,1.16,11.16
22,No,1,Rural,1.50,11.27
34,Yes,4,Airport,1.03,16.11
18,No,5,Business,,12.30
19,No,12,Business,1.21,17.47
14,No,5,Residential,1.11,11.63
22,No,9,Residential,,15.71
12,Yes,4,Airport,0.86,12.84
22,No,4,Residential,1.26,12.19
18,No,4,Business,1.31,11.00
9,Yes,1,Business,0.91,9.46
21,Yes,6,Residential,1.37,14.59
21,No,9,Business,1.06,15.27
19,No,3,Airport,1.26,11.82
20,No,7,Business,1.37,14.14
15,No,2,Business,1.24,9.92
10,Yes,2,Business,1.30,10.08
15,Yes,4,Business,0.93,12.11
4,Yes,4,Rural,1.29,11.36
24,No,8,Business,1.21,16.00
17,No,4,Rural,1.48,12.26
20,Yes,5,Business,1.03,13.60
22,Yes,4,Business,1.74,14.03
18,Yes,5,Rural,0.99,14.03
14,Yes,3,Residential,1.01,10.66
22,Yes,3,Airport,0.93,12.90
12,No,3,Business,,11.48
18,,6,Business,1.50,14.33
8,Yes,7,Business,1.53,13.64
3,No,29,Rural,1.17,27.95
10,Yes,2,Rural,1.51,10.60
28,,6,Airport,,16.89
15,No,8,Business,1.15,14.26
27,No,2,Business,1.05,11.53
15,Yes,7,Rural,1.28,15.19
8,No,2,Business,1.09,7.95
12,No,7,Business,1.31,13.05
22,No,3,,1.11,11.36
16,No,5,Business,1.02,11.74
,No,4,Residential,0.99,10.14
5,Yes,1,Business,1.05,8.97
9,No,4,,1.42,10.24
17,Yes,7,Business,1.25,15.01
19,Yes,7,Rural,1.34,15.32
15,Yes,3,Business,1.48,12.39
19,No,2,Business,1.26,10.53
5,No,3,Residential,0.80,8.25
15,No,6,,1.31,12.42
12,No,5,Residential,1.11,11.27
23,No,8,Residential,,15.15
26,No,6,Business,1.28,14.19
6,Yes,3,Airport,1.37,11.39
23,No,1,Business,1.19,10.12
9,No,9,Business,1.55,14.98
13,No,9,Residential,1.48,14.51
14,No,3,Business,1.20,11.21
14,No,3,Residential,1.03,10.16
14,No,1,Business,1.31,8.98
20,Yes,7,Business,1.32,15.68
7,No,5,Residential,0.89,10.39
19,No,4,Business,,12.71
3,,3,Business,,9.50
6,No,1,Residential,1.15,7.23
10,No,6,Residential,1.21,11.31
19,Yes,3,Rural,1.29,11.73
11,No,5,Rural,1.17,12.49
15,Yes,8,Business,1.05,14.73
25,Yes,5,Business,1.41,14.22
3,No,4,Residential,1.67,10.14
,No,7,Business,1.09,14.69
19,Yes,4,Business,1.03,11.81
13,Yes,4,Business,1.06,12.53
10,Yes,3,Residential,0.91,10.15
14,No,4,Rural,1.16,10.98
24,,4,Business,0.80,11.75
17,No,4,,1.25,11.84
12,No,8,Residential,1.39,13.06
6,No,4,Rural,1.00,10.42
15,No,2,Business,1.23,9.07
12,Yes,1,Residential,1.19,9.81
16,No,2,Residential,0.94,9.14
12,No,8,Business,0.80,13.63
18,Yes,3,Business,1.34,12.21
22,Yes,9,Residential,1.04,16.35
15,No,6,Business,1.07,12.75
12,Yes,6,Rural,1.53,15.28
17,Yes,6,Residential,1.40,13.18
,No,2,Business,0.97,8.83
7,No,2,Business,1.31,8.68
17,Yes,4,Airport,1.27,14.26
16,No,8,Residential,1.04,13.18
,No,5,Business,1.09,13.26
16,Yes,10,Business,0.80,16.32
11,No,5,Rural,1.02,12.42
,Yes,5,,1.19,12.19
22,No,5,Business,1.25,13.33
14,Yes,1,Rural,0.80,9.40
15,No,8,Business,0.87,14.36
19,No,5,Business,1.33,13.37
25,No,4,Airport,1.28,13.95
6,Yes,,Residential,1.39,9.11
3,No,7,Airport,1.14,12.70
5,No,6,Residential,1.30,10.86
15,No,8,Residential,1.03,13.14
14,No,5,Airport,,14.27
25,No,8,Rural,1.11,15.90
17,Yes,7,Business,1.28,14.91
6,,4,Business,1.14,10.74
9,,4,Business,1.17,9.83
3,,2,Residential,1.11,7.01
22,No,4,Business,1.34,12.37
16,Yes,9,Residential,0.92,15.56
17,Yes,4,Rural,1.22,13.68
21,Yes,4,Residential,1.24,13.53
20,No,9,Rural,1.04,16.06
14,Yes,6,Residential,1.06,12.02
20,No,5,Residential,1.52,12.80
20,No,5,Residential,,13.88
16,No,5,Residential,1.28,12.12
19,Yes,7,Rural,1.06,14.88
14,No,1,Business,,8.33
10,No,3,Business,1.26,9.99
19,Yes,4,Business,0.96,12.65
24,Yes,3,Business,1.33,13.81
10,No,1,Airport,1.24,9.46
10,Yes,3,Residential,1.47,9.92
24,Yes,4,Business,1.30,13.19
,No,2,Residential,1.15,7.78
16,No,4,Business,1.29,11.34
8,No,8,Residential,1.09,12.66
13,No,8,Rural,0.93,14.40
,No,3,Business,1.12,10.37
8,No,,Rural,1.05,10.81
8,No,6,Rural,1.14,12.71
7,Yes,4,Airport,1.28,12.16
25,,8,,1.15,15.72
24,No,4,Residential,1.28,12.79
13,Yes,4,Business,1.34,11.49
14,No,4,Residential,1.07,10.94
17,No,5,Airport,1.13,13.75
7,No,4,Business,0.92,9.02
16,No,6,Residential,1.11,13.08
6,,6,Business,1.59,11.63
28,No,1,Residential,1.47,11.21
15,No,10,Airport,1.59,17.23
,No,8,Business,1.49,13.59
15,Yes,,Residential,1.01,12.54
4,Yes,6,Residential,1.47,12.04
18,No,5,Residential,1.44,12.80
26,No,3,Residential,1.43,13.22
9,Yes,5,Business,1.27,12.53
6,No,,Airport,1.54,13.85
13,Yes,5,Business,1.58,13.75
21,No,6,Business,1.26,14.05
18,No,8,Residential,1.21,14.24
15,No,8,Residential,1.08,13.75
15,No,1,Business,1.15,9.25
18,No,1,Business,1.54,9.97
14,No,9,Business,0.98,14.58
17,No,3,Business,1.67,12.00
