area_sqft,has_elevator,bedrooms,Location,building_age,monthly_rent
1197,No,3,Suburb,29,2018
990,No,3,Downtown,25,2093
702,Yes,3,Old Town,21,1565
1139,,3,Suburb,31,1873
495,No,3,Downtown,18,1710
1244,No,2,Downtown,22,2305
405,Yes,3,Suburb,11,1754
951,No,,Suburb,19,2103
1031,Yes,4,Uptown,31,2137
854,Yes,4,Downtown,24,2179
932,No,4,Downtown,26,2169
935,No,2,Downtown,19,1642
1198,Yes,3,,18,1934
,Yes,3,Old Town,12,2532
1829,No,2,,20,2438
1650,,2,Downtown,7,2659
,No,4,Downtown,13,3210
1684,Yes,3,Uptown,10,2978
1171,No,1,Uptown,28,1555
1059,No,2,Downtown,26,1970
2008,Yes,1,Downtown,28,2627
1214,No,2,Old Town,20,1514
699,Yes,2,Downtown,27,1799
1442,No,2,Suburb,24,2118
,No,3,Uptown,10,2726
1590,No,2,Downtown,0,2417
1114,Yes,1,Suburb,13,1736
1730,Yes,3,Uptown,23,2477
729,Yes,2,Old Town,34,1434
1392,Yes,1,Downtown,25,2137
1075,No,3,Downtown,10,1948
898,Yes,2,Suburb,20,1916
850,No,4,Uptown,25,1963
1291,Yes,3,Old Town,26,2142
1199,Yes,4,Uptown,17,2475
,No,2,Uptown,10,2421
,No,4,Uptown,28,1890
2469,Yes,,Downtown,7,3798
1317,No,3,Suburb,24,2228
1371,No,4,Downtown,11,2505
1566,Yes,3,Old Town,0,2622
514,Yes,1,Downtown,18,1426
2130,Yes,2,Downtown,,3078
905,Yes,,Old Town,11,1713
1640,Yes,2,Uptown,29,2618
,Yes,3,Uptown,3,2614
1050,Yes,2,Suburb,23,1670
1547,No,3,Uptown,24,2431
1135,No,4,Downtown,20,2402
1381,Yes,5,Old Town,16,2556
1511,Yes,2,Uptown,9,2565
1216,No,3,Old Town,17,1804
1340,No,2,Downtown,25,2294
945,No,3,Uptown,8,2070
798,Yes,2,Downtown,0,2029
1612,Yes,2,Uptown,13,2615
,Yes,5,Downtown,,2517
1885,Yes,3,Downtown,1,3239
794,No,1,Downtown,12,1454
1214,Yes,2,Old Town,33,1657
1489,Yes,3,Downtown,28,2573
1721,No,3,Downtown,23,2535
1284,Yes,1,Uptown,21,1618
2139,No,2,Downtown,0,3236
473,Yes,4,Suburb,29,1625
250,No,3,Uptown,5,1606
517,Yes,3,Suburb,11,1725
502,No,1,Downtown,14,978
629,No,1,Old Town,19,418
945,No,2,Suburb,8,1744
960,No,2,Uptown,9,1634
1005,Yes,2,Downtown,,2026
653,Yes,,Suburb,36,1437
1199,No,3,Old Town,16,1704
1550,No,2,Suburb,,1896
979,Yes,4,Old Town,16,1903
1070,Yes,1,Suburb,26,1434
1635,No,3,Downtown,23,2893
1566,Yes,2,Old Town,23,1950
982,Yes,3,Suburb,10,1944
1739,No,3,Downtown,14,2728
1056,Yes,2,Downtown,18,1970
,Yes,2,Uptown,15,2558
664,Yes,3,Uptown,23,1645
844,No,2,Uptown,3,1796
645,No,3,Old Town,32,1221
,Yes,3,,32,2313
968,Yes,1,Suburb,23,1624
844,Yes,2,Old Town,16,1224
1310,Yes,1,Downtown,15,2115
1618,Yes,4,Old Town,14,2453
1125,No,2,Downtown,22,2063
1295,No,4,Suburb,13,2443
1160,No,2,Old Town,14,1739
762,Yes,5,Downtown,3,2423
990,Yes,2,Suburb,19,1615
1822,Yes,1,Old Town,15,2288
1024,Yes,3,,33,1863
2088,Yes,2,Uptown,18,2749
976,Yes,2,Downtown,0,2471
876,Yes,4,Uptown,22,1969
,Yes,3,Suburb,20,2814
1820,No,3,Downtown,12,2900
937,Yes,2,Downtown,36,1895
1127,No,2,Old Town,21,1666
250,No,3,Old Town,11,1196
1502,Yes,4,,30,2872
943,No,4,Downtown,20,2271
1149,Yes,1,Downtown,17,1996
660,No,,Downtown,12,1847
1731,Yes,2,Suburb,16,2438
873,Yes,2,Downtown,5,2290
1368,No,3,Old Town,15,2222
1139,No,3,Downtown,9,2189
1870,Yes,3,Old Town,28,2607
1568,Yes,2,Uptown,18,2560
1243,No,1,Downtown,32,1623
1102,Yes,2,Suburb,31,1720
704,,1,Downtown,10,1372
,Yes,3,Uptown,19,1376
595,Yes,2,Suburb,18,1294
1333,No,2,Uptown,19,1856
3119,No,5,Uptown,28,3766
1712,No,3,Downtown,17,2871
1181,No,3,Uptown,19,2069
1220,Yes,1,Suburb,,1700
983,No,1,Suburb,18,1310
,Yes,4,Suburb,9,2206
1497,No,3,Old Town,13,2090
874,Yes,2,Suburb,0,1678
1293,Yes,3,Suburb,22,2110
1258,No,3,Downtown,19,2167
1184,No,3,Downtown,20,2010
1164,No,3,Old Town,31,1684
1699,No,1,Uptown,24,1987
1438,No,2,Downtown,29,2067
1353,,2,Uptown,28,2287
1513,Yes,3,Uptown,33,2376
1002,No,2,Downtown,30,1748
1687,No,2,Uptown,10,2595
1687,Yes,,Uptown,24,2705
986,Yes,4,Uptown,24,1993
1241,Yes,3,Downtown,22,2311
1098,Yes,1,Downtown,36,1863
1507,Yes,2,Uptown,20,2418
1375,No,1,Suburb,23,1723
743,Yes,3,Suburb,18,1735
1143,No,2,Downtown,17,2216
1820,No,4,Uptown,15,2864
1065,No,,Uptown,10,2212
,Yes,,Suburb,22,2687
1924,,,Uptown,33,2428
1196,Yes,2,Suburb,17,2018
1795,Yes,2,Uptown,21,2638
713,No,2,Old Town,11,1098
1294,No,2,Downtown,2,2593
1395,Yes,1,Suburb,18,2018
969,Yes,3,Suburb,12,2008
,Yes,2,Downtown,9,2348
1444,No,3,Downtown,3,2948
1278,Yes,1,Downtown,4,2161
1417,Yes,4,Uptown,19,2673
2468,Yes,2,Uptown,35,2933
1121,No,2,Old Town,,1600
621,Yes,2,Downtown,23,1778
857,No,,Suburb,9,1494
1169,Yes,2,Suburb,12,1853
559,No,4,Downtown,5,2215
1307,,2,Downtown,15,2498
1857,Yes,3,Suburb,0,2826
,No,2,Downtown,,2737
1215,Yes,2,,14,2467
,Yes,2,Uptown,13,2354
1633,Yes,1,Uptown,22,2090
2451,Yes,4,Downtown,24,3821
1236,Yes,3,Downtown,17,2391
806,No,4,Old Town,28,1659
1055,Yes,3,Suburb,2,2255
848,Yes,1,Old Town,25,1346
1373,Yes,3,Uptown,,2350
1546,No,2,Old Town,4,2096
1221,Yes,2,Old Town,25,1833
857,No,2,Old Town,21,1402
922,Yes,4,Downtown,13,2522
1620,,,Uptown,27,2411
968,Yes,2,Old Town,18,1407
2355,Yes,3,Old Town,26,2956
765,No,2,Old Town,21,1075
740,No,3,Suburb,8,1494
780,No,,,3,2294
1756,Yes,3,Old Town,8,2476
1076,Yes,1,Downtown,21,1694
1032,No,2,Downtown,13,1954
2024,No,2,Uptown,21,2448
250,No,3,Uptown,13,1630
1339,No,2,,2,1922
1081,Yes,3,Suburb,22,1866
2326,No,2,Uptown,26,2863
979,No,2,Downtown,16,2112
852,No,4,Downtown,16,2208
1507,,5,Uptown,27,2754
1351,Yes,3,Old Town,23,2024
1463,Yes,1,Old Town,29,1843
1023,Yes,3,Uptown,27,2013
928,Yes,4,Old Town,12,1861
782,No,3,Uptown,15,2053
1322,Yes,1,Downtown,,1945
1281,Yes,2,Uptown,16,2188
1362,No,1,Downtown,14,2116
2304,No,2,Downtown,22,2901
1899,Yes,2,Downtown,20,3016
1183,No,2,Downtown,13,2182
996,Yes,3,Uptown,8,2146
1760,No,3,Uptown,20,2465
1544,Yes,1,Suburb,12,2102
1347,Yes,3,Uptown,13,2712
1511,No,3,Downtown,11,2807
757,No,3,Old Town,15,1430
1574,Yes,3,Uptown,13,2559
959,,3,Old Town,28,1693
1144,No,4,Uptown,16,2275
1538,Yes,1,Suburb,5,2110
1618,No,3,Downtown,19,2913
261,Yes,4,Suburb,29,1409
1925,Yes,3,Old Town,17,2621
1634,No,3,Uptown,16,2609
837,No,1,Downtown,3,1485
1023,No,3,Downtown,16,2242
1309,No,1,Suburb,12,1891
1041,No,3,Downtown,2,2173
623,No,4,Downtown,9,2158
814,No,4,Suburb,29,1704
1513,No,4,,26,2838
735,Yes,2,Suburb,29,1312
1183,Yes,4,Uptown,,2292
1413,No,2,Uptown,0,2252
1331,Yes,4,Suburb,21,2468
1050,Yes,3,Downtown,39,2212
935,Yes,1,Downtown,7,1649
711,Yes,3,,3,2186
1366,No,1,Downtown,9,2243
805,Yes,4,Uptown,23,2166
2134,No,3,Downtown,0,3452
,Yes,2,Old Town,23,1899
1320,Yes,4,Suburb,14,2615
908,No,3,Downtown,17,2089
1499,No,2,Downtown,22,2400
346,No,3,Suburb,,1575
1392,,4,Downtown,17,2958
1096,No,3,Suburb,18,2208
2442,No,1,Downtown,27,2691
1179,Yes,3,Suburb,17,2242
846,Yes,3,Old Town,3,1807
1631,No,,Downtown,20,2774
1286,No,1,Downtown,23,1937
565,Yes,2,Downtown,40,1447
1960,No,3,Suburb,19,2659
640,Yes,4,Downtown,26,2004
1022,No,2,Suburb,19,1557
1348,Yes,2,Suburb,,1821
,No,2,Uptown,29,1843
1595,Yes,3,Downtown,36,2821
608,Yes,3,Old Town,23,1349
,Yes,3,Downtown,30,2154
829,No,2,,0,2069
1489,No,2,Suburb,8,1972
1630,No,3,Old Town,12,2232
1059,Yes,4,Uptown,21,2297
1147,No,3,Uptown,8,2165
972,No,3,Suburb,14,1845
721,Yes,2,Uptown,19,1594
1483,Yes,1,Suburb,27,1942
769,Yes,3,Old Town,19,1478
1194,No,2,Old Town,24,1630
1479,Yes,3,Uptown,16,2241
,No,3,Uptown,13,1913
1274,No,3,Downtown,31,2329
723,No,2,Uptown,20,1570
1371,No,,Downtown,7,2961
1231,No,3,Uptown,16,2346
881,,4,Suburb,,1960
1333,Yes,2,Old Town,6,2016
1434,Yes,2,Suburb,9,2401
654,No,2,Suburb,9,1275
1252,No,,Downtown,21,2332
889,Yes,3,Downtown,13,2266
1530,No,3,Uptown,6,2483
250,No,4,Old Town,7,1305
1396,No,3,Uptown,28,2162
614,Yes,2,Old Town,18,1125
993,No,,Suburb,21,1641
1817,Yes,2,Suburb,16,2701
527,No,3,Suburb,5,1615
1301,No,5,Uptown,25,3037
733,Yes,4,Uptown,13,2099
1805,No,4,Uptown,22,2734
1368,No,1,Downtown,14,2101
2389,Yes,4,Suburb,11,3547
1267,Yes,3,Uptown,22,2270
1600,Yes,4,Uptown,14,2993
1140,No,1,Old Town,35,1021
2052,Yes,2,Downtown,,2898
1244,Yes,3,Uptown,6,2464
,Yes,1,Downtown,19,2730
407,Yes,4,Downtown,16,1949
1239,,3,,12,2446
995,Yes,3,Downtown,,2063
1534,Yes,2,Downtown,14,2403
1755,No,2,Uptown,31,2309
2058,Yes,1,Old Town,22,2417
672,Yes,2,Downtown,19,1773
1735,Yes,3,Uptown,6,3081
1064,Yes,2,Downtown,0,2146
1791,No,3,Downtown,8,3057
1226,Yes,1,Downtown,31,1913
1912,Yes,1,Suburb,14,2316
909,No,4,Uptown,13,2106
1637,No,2,Old Town,25,2011
650,No,2,,18,1570
,No,2,Uptown,11,1274
669,Yes,3,Suburb,22,1506
1126,Yes,4,Suburb,23,2261
1106,Yes,2,Suburb,39,1547
1417,Yes,1,Suburb,30,1982
1333,No,1,,15,1538
2250,,6,Old Town,18,3265
1360,Yes,1,Uptown,6,2118
1086,No,2,Uptown,,1858
1472,Yes,1,Downtown,22,2102
782,Yes,3,Suburb,18,1629
1430,No,3,Downtown,,2621
469,Yes,2,Downtown,12,1628
1914,Yes,2,Downtown,12,2631
726,No,3,,23,1773
688,No,3,Old Town,23,1163
1860,,3,Suburb,19,2743
962,No,3,Downtown,,1786
1811,Yes,2,Downtown,15,2625
1228,Yes,3,Downtown,10,2550
469,,3,Old Town,16,1241
1097,Yes,2,Uptown,19,1935
250,No,2,Downtown,20,1210
1406,No,3,Uptown,13,2175
1594,No,3,Suburb,2,2136
1462,Yes,,Suburb,20,1975
870,Yes,2,Suburb,1,2143
1288,Yes,2,Downtown,15,2149
593,Yes,1,Downtown,3,1739
1437,Yes,4,Downtown,28,2776
1473,Yes,2,Downtown,25,2359
914,Yes,2,Old Town,26,1357
1709,Yes,5,Uptown,7,3388
742,Yes,2,Uptown,5,1719
1891,Yes,4,Suburb,,2712
864,No,4,Suburb,19,1855
1738,Yes,2,Downtown,1,2874
1126,Yes,3,Uptown,14,2369
557,Yes,3,Old Town,10,1230
884,No,1,Downtown,24,1631
1111,Yes,3,Suburb,8,1908
918,Yes,2,Downtown,13,1796
,No,2,Downtown,24,2358
978,Yes,3,Downtown,20,2394
1236,Yes,5,Uptown,14,2707
1060,Yes,2,Uptown,8,1875
1051,Yes,3,,20,1834
940,,3,Downtown,1,2153
1039,Yes,4,Suburb,21,2388
1780,No,2,Suburb,18,2494
1136,Yes,4,Downtown,15,2703
1420,Yes,1,Uptown,9,1928
1492,Yes,2,Suburb,21,2019
742,Yes,3,Uptown,20,1870
,No,1,Old Town,10,849
527,No,2,Downtown,0,1627
830,,1,Uptown,18,1347
1484,No,1,Uptown,28,1789
391,Yes,4,Uptown,15,1706
1376,No,,Uptown,15,2569
789,Yes,3,Suburb,20,1652
,No,4,Old Town,10,2276
930,Yes,3,Downtown,15,2401
1407,No,3,Suburb,27,1958
1483,No,3,Downtown,20,2433
833,No,2,Suburb,,1267
1015,No,2,Downtown,19,1907
922,No,,Downtown,23,1648
1110,No,1,Suburb,13,1700
1122,No,3,Downtown,16,1983
1415,Yes,4,Downtown,19,2897
2213,No,2,Suburb,,2426
1768,No,2,Downtown,17,2868
550,Yes,1,Downtown,26,1283
699,No,3,Uptown,29,1427
1416,Yes,5,Old Town,36,2552
801,No,3,Uptown,20,1887
885,,3,Uptown,22,2083
,No,2,Old Town,13,948
1113,Yes,3,Uptown,21,2292
592,Yes,2,Old Town,23,1252
1692,No,3,Uptown,17,2418
1542,Yes,1,Downtown,6,2324
465,Yes,4,Downtown,15,1830
1473,Yes,3,Uptown,0,2547
1438,Yes,3,,17,2666
1380,,2,,8,1895
1259,No,3,Downtown,22,2279
1211,No,4,Downtown,38,2328
1373,Yes,2,Downtown,26,2052
706,No,3,Suburb,12,1736
961,Yes,2,Uptown,28,2052
1853,Yes,4,Suburb,21,3205
1212,Yes,2,Uptown,24,2004
1321,Yes,2,,16,2017
1940,No,3,Suburb,27,2803
1548,Yes,2,Suburb,11,2465
2163,No,3,Old Town,2,2756
1099,No,3,Uptown,13,2301
1052,,3,Old Town,21,1480
1110,No,1,Suburb,13,1402
1401,Yes,3,Suburb,25,2156
1629,Yes,2,Suburb,20,2212
1417,Yes,1,Old Town,13,1770
1550,Yes,4,Downtown,18,3000
794,No,4,Suburb,0,2070
1128,No,1,Suburb,24,1465
1643,Yes,1,,20,2055
1138,No,2,Suburb,11,2008
612,No,4,Suburb,27,1739
1753,Yes,2,Uptown,14,2562
802,No,2,Uptown,19,1938
1139,Yes,1,Uptown,15,1911
1222,Yes,3,Downtown,2,2611
394,Yes,2,Downtown,15,1580
742,Yes,,Suburb,2,1458
986,No,1,Old Town,18,1099
1619,Yes,3,Downtown,19,2728
1307,No,3,Suburb,,2167
2386,Yes,2,Uptown,11,3203
2072,Yes,3,Suburb,9,3156
1093,No,2,Uptown,21,2053
1284,No,5,Uptown,0,3022
784,No,4,Downtown,20,1935
854,No,3,Old Town,28,1450
800,Yes,3,Downtown,14,2161
406,No,3,Suburb,28,1076
717,No,3,Old Town,21,1193
1864,No,2,Suburb,29,2587
1464,No,1,Uptown,23,2056
300,No,4,Suburb,15,1519
986,Yes,,Suburb,17,1558
1542,No,4,Uptown,12,2788
891,Yes,1,Uptown,11,1559
1342,Yes,2,Old Town,22,1868
250,No,3,Suburb,17,858
,No,3,Downtown,11,1458
911,No,1,Old Town,28,902
,Yes,3,Downtown,22,2594
1339,Yes,2,Downtown,0,2461
341,Yes,3,Suburb,23,1359
1164,Yes,4,Uptown,11,2672
1616,Yes,2,Downtown,27,2736
617,,3,Downtown,26,1705
1181,No,,Downtown,28,1972
1252,No,3,Old Town,,1796
1521,No,1,,29,1965
1339,No,2,,0,2031
1179,Yes,3,Old Town,3,1788
1036,Yes,1,Old Town,26,1342
1180,No,2,Uptown,6,1784
2004,Yes,3,Downtown,15,3236
667,Yes,2,,26,1470
716,Yes,2,Downtown,41,1608
1295,No,4,Old Town,21,2100
594,Yes,1,Suburb,19,1270
550,Yes,1,Downtown,0,1556
2283,No,3,Old Town,22,2775
1261,Yes,5,Suburb,18,2804
1424,No,3,Uptown,26,2197
1142,Yes,2,Downtown,23,2152
1596,Yes,3,,27,2635
,Yes,2,Old Town,8,1926
749,Yes,4,Suburb,,2045
1379,No,2,Downtown,13,2202
903,Yes,2,,8,1680
1040,Yes,4,Downtown,15,2467
915,Yes,3,Suburb,18,1930
479,Yes,3,Downtown,20,1914
1506,Yes,2,Downtown,7,2296
550,Yes,2,Old Town,29,952
,No,3,Suburb,25,1910
250,Yes,3,Downtown,28,1426
1650,Yes,2,Downtown,33,2637
1241,No,1,Uptown,13,1556
1088,Yes,3,Downtown,31,2156
1175,Yes,3,Old Town,13,1658
1334,Yes,4,Uptown,21,2584
1441,No,1,Old Town,26,1605
1561,Yes,1,Old Town,18,1861
1711,Yes,2,Uptown,25,2302
2060,No,1,Downtown,11,2582
1290,No,3,Suburb,19,2240
872,Yes,2,Uptown,24,1655
1232,No,2,Downtown,21,1993
250,No,2,,6,1364
628,No,1,Uptown,13,1386
,Yes,2,Downtown,14,2293
955,No,3,,21,2144
1451,No,1,Suburb,34,1592
1121,No,2,Suburb,6,1476
1251,Yes,3,Old Town,9,1960
1031,Yes,4,Old Town,,1890
1389,No,3,Uptown,26,2199
941,Yes,3,Old Town,20,1672
595,No,4,Uptown,22,1716
1660,Yes,2,Old Town,24,1989
1439,No,4,Suburb,20,2001
,No,3,Downtown,19,2493
,No,3,Downtown,30,3016
683,No,5,Downtown,3,2403
1614,Yes,2,Downtown,29,2560
1289,Yes,2,Old Town,7,1826
484,Yes,2,Uptown,31,1528
,No,,Downtown,17,2409
1488,Yes,1,Downtown,16,2274
723,No,4,Uptown,7,2080
947,Yes,1,Uptown,26,1396
1017,No,3,Old Town,22,1492
765,Yes,1,Uptown,17,1467
1572,No,2,Downtown,10,2663
1914,No,2,Old Town,27,2187
969,No,3,Old Town,16,1574
1124,No,3,Downtown,14,2249
1322,No,4,Downtown,29,2589
1696,Yes,1,Uptown,23,2186
1018,No,6,Suburb,40,1813
1288,,3,Downtown,19,2347
889,No,2,Uptown,37,1640
1193,Yes,3,Downtown,23,2360
1126,Yes,2,Suburb,25,1812
1537,No,4,Old Town,19,2397
1336,Yes,3,Downtown,24,2750
991,,3,Downtown,27,1955
1080,Yes,5,Downtown,18,2982
1391,No,2,Old Town,13,2023
765,No,3,,,1370
1567,Yes,2,,21,2401
457,No,2,Downtown,16,1487
2246,No,2,Downtown,20,3134
1858,Yes,3,Old Town,,2251
1243,Yes,,Suburb,22,2456
1426,No,2,Downtown,27,2382
1031,No,3,Suburb,20,1691
1123,Yes,2,Uptown,11,1947
1379,No,1,Downtown,15,2224
1126,No,2,Uptown,23,2050
993,No,2,Suburb,29,1265
1566,Yes,4,Old Town,20,2667
1075,Yes,3,Uptown,12,1938
1225,Yes,2,Uptown,23,1908
1111,Yes,3,Suburb,32,1980
1218,Yes,2,Downtown,21,2308
1208,No,1,Uptown,10,1872
678,Yes,2,Downtown,,1916
250,Yes,2,Old Town,34,642
1010,No,3,Old Town,,1642
1523,No,1,Uptown,9,2114
1542,No,2,,15,2364
1242,No,4,Old Town,36,1750
742,Yes,2,Downtown,32,1867
453,Yes,3,Downtown,17,1854
1404,Yes,3,Suburb,9,2400
1765,Yes,3,Downtown,31,2781
1235,No,2,Uptown,27,2242
1938,No,1,Downtown,19,2636
1525,No,2,Suburb,0,2176
1092,Yes,3,Downtown,20,2327
669,Yes,4,Suburb,25,1690
908,No,2,Downtown,16,1770
250,Yes,2,Uptown,12,1458
1368,No,2,Uptown,8,2260
1316,No,4,Uptown,19,2768
1576,No,2,Downtown,6,2529
1104,No,3,Downtown,22,2235
927,No,3,Downtown,6,1884
1222,Yes,1,Old Town,13,1500
1038,Yes,3,Downtown,10,2032
1539,No,2,Uptown,8,2204
1800,Yes,1,Uptown,7,2732
928,No,5,Downtown,30,2512
1853,No,4,Downtown,,3094
1750,Yes,3,Suburb,7,2661
1033,No,3,Uptown,24,1915
1295,Yes,4,Downtown,11,2771
1016,Yes,4,,,2099
1069,Yes,2,Old Town,13,1694
778,Yes,3,Uptown,14,1824
751,No,3,Suburb,5,1738
1286,No,2,Uptown,31,2080
795,No,5,Downtown,10,2518
777,Yes,,Old Town,13,1606
1651,No,2,Downtown,8,2492
1630,Yes,,Suburb,8,3412
1260,No,2,Downtown,,2267
1019,No,4,Suburb,36,1794
1819,No,2,Downtown,24,2608
678,Yes,2,Suburb,2,1655
1290,Yes,3,Suburb,26,2023
524,Yes,,Downtown,17,1633
869,No,3,Uptown,10,1716
902,Yes,3,Suburb,21,1862
1470,No,3,Downtown,11,2812
904,No,4,Downtown,33,2124
1055,No,6,Suburb,23,2395
984,Yes,4,Uptown,8,2370
1124,Yes,2,,19,1884
1261,Yes,,Suburb,0,2163
1087,Yes,3,Suburb,,2316
1472,No,2,Downtown,28,2277
1931,Yes,2,Downtown,31,2737
1770,No,1,Downtown,13,2553
2082,Yes,2,Old Town,19,2544
989,No,1,Old Town,20,1105
,Yes,3,Uptown,27,2713
1241,Yes,1,Uptown,10,1961
,Yes,3,Suburb,29,2808
1483,No,4,,,2356
,Yes,2,Downtown,20,2418
1343,Yes,1,Downtown,21,2052
1095,No,4,Suburb,18,2255
2220,No,3,Downtown,28,3182
669,Yes,3,Old Town,10,1681
1139,Yes,1,Old Town,9,1477
1609,No,4,Uptown,14,2813
896,Yes,1,Suburb,36,1220
1087,No,1,Old Town,31,1365
,Yes,4,Downtown,12,2929
1111,No,1,Downtown,16,2050
690,Yes,3,Uptown,,2070
2010,No,3,,21,2914
1206,Yes,3,Downtown,15,2510
1042,No,4,Suburb,,1906
1761,Yes,1,Downtown,16,2701
788,No,4,Uptown,20,2301
579,No,2,Old Town,30,1119
1117,Yes,3,Old Town,14,1743
1293,Yes,4,,20,2668
505,No,3,Uptown,27,1373
979,Yes,5,Uptown,11,2672
1252,,1,Suburb,20,1579
1001,Yes,4,Uptown,24,2377
843,Yes,2,Suburb,24,1570
784,No,1,Uptown,32,1231
1128,Yes,5,,23,2536
1385,No,1,Downtown,19,2027
1109,Yes,2,Suburb,22,1775
606,No,4,Downtown,16,1871
933,Yes,3,Uptown,29,2148
1467,No,2,Downtown,17,2399
1210,No,1,Downtown,16,2039
487,No,,Uptown,11,1348
2106,No,2,Uptown,14,3053
1531,Yes,1,Suburb,23,1974
1547,No,2,Downtown,6,2545
981,Yes,4,Suburb,14,2140
1266,Yes,,Uptown,14,2407
984,Yes,3,Old Town,24,1661
1451,Yes,2,Downtown,26,2198
1431,Yes,2,Old Town,31,1899
325,,4,Suburb,12,1664
1777,Yes,2,Uptown,25,2217
1535,No,1,Suburb,20,1825
1508,No,3,Suburb,17,2148
885,,2,Uptown,25,1988
1346,,2,Uptown,6,2188
393,Yes,1,Downtown,13,1327
1455,Yes,,Uptown,,2356
1151,Yes,3,Old Town,30,1800
1492,,2,Downtown,26,2312
612,Yes,4,Suburb,8,1944
869,No,3,Downtown,6,2328
1052,No,3,Downtown,23,2155
1249,Yes,3,Downtown,10,2341
1360,No,4,Suburb,24,2402
1879,No,4,Downtown,34,3040
1049,Yes,4,Suburb,10,2424
931,Yes,4,Uptown,23,2027
1802,No,2,Old Town,16,2243
,No,5,Suburb,32,2105
1504,No,3,Downtown,4,2671
765,No,3,,6,1712
863,Yes,2,Downtown,20,1894
1924,Yes,2,Downtown,31,2474
1589,Yes,3,Downtown,16,2897
1427,Yes,2,Downtown,11,2210
1715,Yes,2,Downtown,3,2623
1317,No,4,Suburb,22,2209
1049,Yes,3,Downtown,6,2483
1003,No,3,Uptown,37,1990
1395,No,1,Downtown,19,2134
1135,Yes,5,Old Town,19,2170
1052,No,2,Downtown,15,1893
1965,Yes,2,Uptown,10,2810
1494,Yes,3,Old Town,16,2241
801,No,3,Downtown,,2012
1900,No,3,Downtown,27,2585
872,Yes,2,Suburb,18,1645
1148,Yes,2,Downtown,17,2105
1213,Yes,2,Suburb,19,1773
1584,No,1,Uptown,11,2102
1579,Yes,4,Uptown,33,2774
695,Yes,5,Suburb,13,2233
1484,No,4,Suburb,12,2719
891,No,3,Downtown,23,2250
1333,No,3,Suburb,14,2251
651,No,3,Downtown,32,1702
1541,Yes,3,Uptown,22,2502
835,,2,Uptown,9,1706
1469,Yes,2,Old Town,27,1738
1162,No,,Suburb,18,1322
1592,No,3,Old Town,31,1864
1252,Yes,2,Uptown,11,2105
1338,No,3,Suburb,21,2215
900,Yes,3,Uptown,,1976
1266,Yes,3,Old Town,9,1977
,Yes,3,Suburb,32,1196
1561,Yes,2,Downtown,18,2600
2157,No,3,Downtown,21,3068
1273,No,3,Uptown,0,2532
1639,No,2,Suburb,8,2095
845,No,2,Old Town,9,1582
1515,Yes,1,Suburb,30,1657
1382,No,5,Uptown,1,2784
1473,No,1,Old Town,10,1748
1400,No,3,Suburb,19,2248
1213,No,3,Downtown,22,2489
1101,,2,Downtown,25,2053
979,No,3,Suburb,22,1761
,Yes,6,,13,4954
1283,No,1,Uptown,9,2103
1101,Yes,2,Downtown,32,2175
1789,No,2,Suburb,25,2119
1494,No,3,Uptown,17,2376
1509,No,3,Old Town,12,2254
2666,Yes,5,Uptown,17,3527
1917,No,3,Uptown,16,2782
1019,No,2,Suburb,15,1729
941,Yes,,Suburb,11,1785
807,Yes,3,Uptown,27,1986
1296,Yes,3,Uptown,13,2735
1445,No,2,Uptown,14,2184
821,Yes,1,Uptown,27,1223
1525,Yes,2,Uptown,21,2492
1354,Yes,3,Downtown,32,2323
1809,No,1,Uptown,2,2098
1985,Yes,2,Downtown,18,2772
925,Yes,2,Downtown,18,2047
969,Yes,,Suburb,23,1571
694,No,2,Uptown,17,1400
1115,No,3,Uptown,20,2071
,Yes,1,Old Town,26,729
725,,3,Uptown,12,1758
1573,Yes,,Downtown,26,2739
,No,4,Uptown,12,2689
1586,,3,Uptown,19,2477
1323,Yes,4,Old Town,3,2568
1424,Yes,2,,6,2354
1630,Yes,2,Downtown,12,2907
1018,No,,Downtown,6,2305
1464,No,3,Suburb,16,2211
1617,No,,Suburb,28,2134
1352,Yes,1,Uptown,16,2201
1180,Yes,3,Downtown,20,2342
1692,No,3,,36,2644
250,,,Downtown,20,1343
250,No,3,,18,1872
1057,No,1,Uptown,9,1703
496,Yes,3,Suburb,21,1582
1990,Yes,2,Downtown,26,2817
2021,Yes,1,Downtown,12,2887
2582,Yes,5,Uptown,20,3468
377,Yes,4,Downtown,7,2258
685,Yes,2,Uptown,21,1655
815,Yes,3,Suburb,15,1654
1118,Yes,3,Suburb,22,2184
264,,2,Old Town,1,1052
1891,Yes,5,Uptown,18,3357
1076,No,3,Downtown,25,2180
1001,Yes,2,Uptown,22,1706
1377,No,3,Downtown,,2322
1118,Yes,1,Suburb,0,1435
509,No,3,Uptown,30,1464
1804,No,5,Old Town,,2841
868,No,3,Suburb,27,1479
1013,No,2,Downtown,11,1987
1704,Yes,3,Downtown,9,3156
550,No,1,Suburb,16,1005
988,Yes,4,Suburb,4,2164
1742,Yes,2,Suburb,7,2586
1233,Yes,2,Downtown,28,2088
720,No,2,Downtown,26,1528
1022,Yes,3,Downtown,10,2400
875,No,3,Suburb,13,1878
462,No,2,Downtown,0,1672
497,,3,Suburb,14,1762
1100,Yes,3,Downtown,13,2527
284,No,1,Old Town,31,414
766,No,3,Old Town,19,1384
562,Yes,3,Downtown,,1889
1045,Yes,2,Suburb,22,1841
